
ARPANET	ˈɑɹ.pəˌnɛt
famed	feɪmd
famishment	ˈfæmɪʃmənt
fanciful	ˈfænsɪfəl
fanmag	ˈfæn.mæɡ
fanslation	fænˈsleɪʃən
fantastical	fænˈtæstɪkəl
far	fɑː
fare	fɛə(ɹ)
farl	fɑːl
farrand	ˈfæɹənt
farther	ˈfɑːðə
fasciation	fæsɪˈeɪʃən
fasciola	fəˈsaɪ.əl.ə
fast	fɑːst
fastness	ˈfæs(t)-
fatality	feɪˈtælɪti
father	ˈfɑːðə(ɹ)
fatidical	fəˈtɪdɪkəl
fattening	ˈfæt(ə)nɪŋ
fauces	fɔː.siːz
fault	fɒlt
fauteuil	ˈfəʊ.tɜː.ɪ
fauxtography	fəʊˈtɒɡɹəfi
favourable	ˈfeɪv(ə)ɹəbəl
fax	fæks
feague	fiːɡ
feasibly	ˈfiːzɪb(ə)li
febricitant	fɪˈbɹɪsɪtənt
feckless	ˈfɛklɪs
federate	ˈfɛdəɹət
feebly	ˈfiːbli
feels	fiːlz
feijoa	feɪˈhoʊ.ə
felicitous	fəˈlɪsɪtəs
fellatrix	fəˈleɪtɹɪks
femcunt	ˈfɛmkʌnt
feminist	ˈfɛmənɪst
fen	fɛn
fentanyl	ˈfɛnʔ.nɔɫ
ferm	fɜː(ɹ)m
fermium	ˈfɜːɹmiəm
ferriage	ˈfɛɹ.i.ɪdʒ
ferryboat	ˈfɛɹiˌboʊt
fervent	ˈfɝ.vənt
fest	fɛst
fet	fɛt
fetialis	ˌfiːtiˈɑːlɪs
fetuous	ˈfɛtʃuəs
feuillemort	fɔɪ.mɔɹ
fewter	ˈfjuːtə
fiancé	fiɑnˈseɪ
fibrous	ˈfaɪbɹəs
fickle	ˈfɪk.əl
fictitious	fɪkˈtɪʃəs
fiddly	ˈfɪdli
fiery	ˈfaɪəɹi
fifth	fɪfθ
figgery	ˈfɪɡəɹi
fighty	ˈfaɪti
figured	ˈfɪɡəd
filament	ˈfɪləmənt
filename	ˈfaɪlneɪm
filigree	ˈfɪl.ɪ.ɡɹiː
filler	ˈfɪlə(ɹ)
filmy	ˈfɪlmi
fimbria	ˈfɪm.bɹi.ə
finally	ˈfaɪ.nəl.i
finery	ˈfaɪnəɹi
fingerpick	ˈfɪŋ.ɡə(ɹ)ˌpɪk
finify	ˈfɪnɪfaɪ
finito	fɪnˈiː.təʊ
fios de ovos	ˈfiːəʊz di ˈəʊvəʊz
fire company	ˈfaɪˌə(ɹ)kʌmpəni
firelight	ˈfaɪə.laɪt
firk	fɜː(ɹ)k
first-class continuation	ˈfɜːst ˈklɑːs kəntɪnjʊˈeɪʃ(ə)n
fishbait	ˈfɪʃˌbeɪt
fistic	fɪstɪk
fitful	ˈfɪtf(ʊ)l
fix	ˈfɪks
fizgigged	ˈfɪzɡɪɡd
fjordic	fjɔːdɪk
flacon	ˈflɑːkɒn
flagitiousness	fləˈdʒɪʃəsnəs
flail	fleɪl
flambeau	flamˈbəʊ
flaming	ˈfleɪmɪŋ
flange	flændʒ
flapped	flæpt
flashing	ˈflæʃɪŋ
flathe	fleɪð
flatten	ˈflætən
flavorless	ˈfleɪvɚləs
flea	fliː
fleck	flɛk
fleek	fliːk
fley	fleɪ
flight	flaɪt
flint	flɪnt
flipperling	ˈflɪpəlɪŋ
flitting	ˈflɪtɪŋ
flob	flɒb
flogger	flɒɡə
floorless	ˈflɔː(ɹ)ləs
floridean	ˌflɔɹɪˈdiən
floss	flɒs
flourily	ˈflaʊɹɪ.li
flowerpot	ˈflaʊɚˌpɑt
flub	flʌb
fluent	ˈfluːənt
fluke	fluːk
flunixin	fluːˈnɪksɪn
fluorine	ˈflɔɹˌin, -ɪn
flye	flaɪ
fo&#039;c&#039;sle	ˈfəʊksəl
foil	fɔɪl
fol-de-rol	ˈfɒl.də.ɹɒl
foliation	fəʊlɪˈeɪʃn
folks	foʊlks
fomenter	foʊˈmɛn.tɚ
fondly	ˈfɑndli
food	fuːd
fool	fuːl
foon	fuːn
footboy	ˈfʊtbɔɪ
footprint	ˈfʊtpɹɪnt
fopdoodle	ˈfɒpduːdəl
foramen	fəˈɹeɪ.mɛn
forbear	fɔːˈbɛə
forced	fɔɹst
forder	ˈfɔːdə
forebode	fɔːˈbəʊd
forefront	ˈfɔɹfɹʌnt
foreign	ˈfɒɹən
foremilk	ˈfɔːmɪlk
foresay	fɔː(ɹ)ˈseɪ
forest	ˈfɒɹ.ɪst
forevermore	fəˈɹɛv.ə.mɔː
forgery	ˈfɔː.dʒəɹ.ɪ
forint	ˈfɒ.ɹɪnt
formalist	ˈfɔɹml̩ˌɪst
formestane	fɔɹˈmɛˌsteɪn
formula	ˈfɔː.mjʊ.lə
forpine	fə(ɹ)ˈpaɪn
forth	fɔːθ
fortify	ˈfɔɹtɪfaɪ
fortunate	ˈfɔːt͡ʃənət
forworn	fɔː(ɹ)ˈwɔː(ɹ)n
fossa	ˈfɒs.ə
fouetté	fwɛˈteɪ
fount	<ul><li>Rhymes: <a href="/wiki/Rhymes:English/a%CA%8Ant" title="Rhymes:English/aʊnt"><span class="IPA">-aʊnt</span></a>
fourchette	fɔːˈʃɛt
foxfire	ˈfɒksfaɪə
fractal	ˈfɹæk.təl
fraenulum	ˈfɹiːnjələm
fragrance	ˈfɹeɪɡɹəns
frak	fɹæk
franc	fɹæŋk
francize	ˈfɹɑːnsaɪz
frangent	ˈfɹændʒənt
frapler	ˈfɹæplə(ɹ)
frattish	ˈfɹætɪʃ
fray	fɹeɪ
freaky	ˈfɹiːki
freebooter	ˈfɹiːbuːtə(ɹ)
freedom rider	ˈfɹiːdəm ˌɹaɪdə
freesheet	ˈfɹiːʃiːt
freezing	ˈfɹiːz.ɪŋ
fremsome	ˈfɹemˌsəm
frenzy	ˈfɹɛnzi
fresher	ˈfɹɛʃɚ
fretting	ˈfɹɛtɪŋ
friary	ˈfɹaɪəɹi
friction	ˈfɹɪkʃən̩
friendlessness	ˈfɹɛndləsnəs
frighten	ˈfɹaɪʔn̩
frikadelle	fɹɪkəˈdɛlə
fripper	ˈfɹɪpə(ɹ)
frith	fɹɪθ
frizzy	ˈfɹɪzi
frolic	ˈfɹɒlɪk
front crawl	ˌfɹʌntˈkɹɑːl
frontness	fɹʌnt.nɪs
froth at the mouth	ˈfɹɒθ ət ðə ˈmaʊθ
frowning	ˈfɹaʊnɪŋ
fructifier	ˈfɹʌktɪfaɪə
fruitful	ˈfɹuːtfəl
frustrate	fɹəˈstɹeɪt
fsck	f͡sk
fuchsia	ˈfjuːʃə
fucker	ˈfʌk.ə(ɹ)
fucktarded	fʌkˈtɑɹd.əd
fugh	fjuːx
fulcrum	ˈfʊlk.ɹəm
fulgurous	ˈfʊl.ɡə.ɹəs
fuller	ˈfʊlə(ɹ)
fulth	fʊlθ
fume	fjuːm
function	ˈfʌŋkʃn̩
fundie	ˈfʌn.di
funerial	fjuːˈnɪəɹ.i.əl
fungivorous	fʌŋˈɡɪvɜɹəs
funnily	ˈfʌnəli
furciferous	fə(ɹ)ˈsɪfəɹəs
furl	fɝl
furrier	ˈfʌɹi.ə
furtively	ˈfɜːtɪvli
fused	fjuːzd
fusilli	ˌfuːˈsiːli
fussocky	ˈfʌsəki
futhark	ˈfuːθɑːk
futuristic	ˈfjuːt͡ʃɚɪstɪk
fuzzy	ˈfʌzi
fœtor	ˈfiːtɔː
g&#039;bye	ɡəˈbaɪ
g&#039;night	ɡəˈnaɪt
gabbai	ɡæˈbaɪ
gabion	ˈɡeɪ.bɪən
gadder	ˈɡædə(ɹ)
gadrooned	ɡəˈdɹuːnd
gaffer	ɡæfɚ
gaijin	ˈɡaɪˌdʒɪn
gaiter	ˈɡeɪ.tə
galactosyltransferase	ɡəˌlaktəs(ʌ)ɪlˈtɹanzfəɹeɪz
galette	ɡəˈlɛt
gallery	ˈɡæləɹi
gallous	ˈɡæləs
galumph	ɡəˈlʌmf
gamahuche	ˈɡæməhuːʃ
gambol	ˈɡæm.bəl
gamer	ˈɡeɪmɚ
gammaproteobacterial	ˌɡæməˌpɹəʊtiəʊbækˈtɪəɹiəl
gan	ɡæn
gang	ɡæŋ
gangrenous	ˈɡæŋɡɹɪnəs
gannet	ˈɡænɪt
gapless	ˈɡæpləs
garble	ˈɡɑː(ɹ)bəl
garden	ˈɡɑːdn̩
gargarize	ˈɡɑː(ɹ)ɡəɹaɪz
garlic	ˈɡɑːlɪk
garuda	ˈɡæɹʊdə
gaseous	ˈɡæʃəs
gaspereau	ˈɡæspərəʊ
gastrodiplomacy	ˌɡæstɹəʊdɪˈpləʊməsi
gatecrash	ˈɡeɪtkɹaʃ
gathered	ˈɡæðəd
gaucho	ˈɡaʊtʃoʊ
gaumy	ˈɡɔː.mi
gavelkind	ˈɡævəlˌkaɪnd
gawky	ˈɡɔːki
gaze	ɡeɪz
gear	ɡɪə(ɹ)
gee haw whimmy diddle	ˈdʒi hɑ ˈwɪmi dɪdəl
geez	dʒiːz
geist	ɡaɪst
gelatinous	ˈdʒɛl.ə.tɪn.əs
gelotology	ˌdʒɛləˈtɒlədʒi
gemination	ˌdʒɛm.əˈneɪ.ʃən
gen	dʒɛn
generalship	ˈdʒɛn(ə)ɹəlʃɪp
generification	dʒəˌnɛɹɪfɪˈkeɪʃən
genetics	dʒɛˈnɛ.tɪks
geniculate	dʒɪˈnɪk.jʊ.leɪt
genitalia	ˈdʒɛnɪˈteɪli.ə
gennaker	ˈdʒɛnəkə(ɹ)
genouillère	ʒə.nu(l).jɛəɹ
gentrify	ˈdʒɛntɹɪfaɪ
geocentric	ˌdʒiːəʊˈsɛntɹɪk
geofence	ˈdʒiːə-
geography	ˈdʒɒɡɹəfi
geophagia	dʒiəˈfeɪdʒiəˌ
geosyncline	dʒiːəʊˈsɪŋklʌɪn
gest	dʒɛst
get someone&#039;s goat	ˌɡɛt ˈsʌmwʌnz ˈɡəʊt
gewgawed	ˈɡjuːɡɔːd
gherao	ɡɛˈɹaʊ
ghonnella	ɔːˈnɛlə
gibber	ˈdʒɪbə(ɹ)
gigantic	dʒaɪˈɡæntɪk
gigolo	ˈʒɪɡ.loʊ
gild	ɡɪld
gingerol	ˈdʒɪndʒəɹɒl
ginn	ɡɪn
girlcock	ˈɡɜːlˌkɑk
gite	ʒiːt
glabrescent	ɡleɪˈbɹɛsənt
gladden	ˈɡlædən
glamour	ˈɡlæmə
glaring	ˈɡlɛəɹɪŋ
glassless	ˈɡlæsləs
glaze	ɡleɪz
gleety	ˈɡliːti
glider	ˈɡlaɪdə(ɹ)
glinide	ˈɡlaɪˌnaɪd
glisten	ˈɡlɪsən
glittering	ˈɡlɪtəɹɪŋ
globalisation	ˌɡloʊbəlaɪˈzeɪʃən
globulin	ˈɡlɒbljʊlɪn
gloom	ɡluːm
glorioso	ɡlɔːɹiˈəʊsəʊ
glossolalia	ˌɡlɒsəˈleɪliə
glottogenetic	ˌɡlɑt.oʊ.dʒəˈnɛt.ɪk
glow	ɡləʊ
glucosaminoglycan	ɡluːˌkoʊzəˌmiːnoʊˈɡlaɪkæn
glum	ɡlʌm
glyceride	ˈɡlɪsəɹaɪd
glyphic	ˈɡlɪfɪk
gnarly	ˈnɑːli
go it alone	ˈɡəʊ ɪt əˈləʊn
goalie	ˈɡəʊl.i
gob	ɡɒb
godi	ˈɡəʊdi
goety	ˈɡoʊɪti
going	ˈɡəʊɪŋ
gondola	ˈɡɒn.də.lə
goniometer	ˌɡoʊ.niˈa.mə.təɹ
goober	ˈɡuːbə
good riddance	ˌɡʊd ˈɹɪd(ə)ns
goof	ɡuːf
goopy	ɡuːpi
gopnik	ˈɡoʊpnɪk
gorgon	ˈɡɔːrɡən
gorse	ɡɔɹs
gosha	ˈɡoʊʃə
gossiping	ˈɡɑs.ɪ.pɪŋ
gouda	ˈɡuːdə
gourde	ɡʊəd
govern	ˈɡʌvɚn
govvy	ˈɡʌvi
grabber	ˈɡɹæb.ə(ɹ)
graceful	ˈɡɹeɪsfʊl
graciously	ˈɡɹeɪʃəsli
grader	ˈɡɹeɪdɚ
gralloch	ˈɡɹælək
grammarian	ɡɹəˈmɛəɹɪən
gran	ɡɹæn
grand scheme	ɡɹænd ˈskiːm
grandfather	ˈɡɹæn(d)ˌfɑːðə(r)
grandson	ˈɡɹæn(d)sʌn
granite	ˈɡɹæ.nɪt
granule	ˈɡɹæn.juːl
graphical	ˈɡɹæfɪkəl
grappling	ˈɡɹæp(ə)lɪŋ
grass widow	ˈɡɹɑːs ˌwɪdəʊ
grater	ˈɡɹeɪtə
gravedigger	ˈɡɹeɪv.ˌdɪɡ.ə(ɹ)
graveyard	ˈɡɹeɪvˌjɑɹd
gravity	ˈɡɹævɪti
grayish	ˈɡɹeɪ.ɪʃ
greasewood	ˈɡɹiːswʊd
greataxe	ɡɹeɪtæks
greave	ɡɹiːv
greenwood	ˈɡɹiːnwʊd
gregarious	ɡɹɪˈɡɛə.ɹɪ.əs
grew	ɡɹuː
grievance	ˈɡɹiː.vəns
griffin	ɡɹɪfɪn
grille	ɡɹɪl
grime	ɡɹaɪm
grind	ˈɡɹaɪnd
griper	ɡɹaɪp.ə(ɹ)
grissino	ɡɹɪˈsiːnəʊ
grizzly	ˈɡɹɪzli
grody	d
groomed	ɡɹuːmd
gross	ɡɹəʊs
grotesquerie	ˌɡɹəʊˈtɛskəɹi
grounder	ˈɡɹaʊndə(ɹ)
groupie	ˈɡɹuːpi
grow	ɡɹəʊ
groyper	ɡrɔɪ.pɝ
gruelling	ˈɡɹʊə.lɪŋ
grumpy	ˈɡɹʌmpi
grutch	ɡɹʌtʃ
guanethidine	ɡwɑˈnɛθ.ɪˌdin
guaranine	ˈɡwɑːɹəniːn
guardiancy	ˈɡɑːdi.ənsi
gudgeon	ˈɡʌdʒən
guessing	ˈɡɛsɪŋ
guidance	ˈɡaɪdəns
guillemot	ˈɡɪlɪmɒt
guinea fowl	ˈɡɪni ˌfaʊl
gulp	ɡʌlp
gunate	ɡuneɪt
gunlock	ˈɡʌnˌlɒk
guns	ɡʌnz
gup	ɡʌp
gust	ɡʌst
guttle	ˈɡʌ.t(ə)l
guyot	ˈɡiːjəʊ
gyle	ɡaɪl
gymnosophist	d͡ʒɪmˈnɒsəfɪst
gyneolatry	ˌɡaɪniˈɒlətɹi
gyrus	ˈdʒaɪɹəs
habiliment	həˈbɪlɪmənt
habitude	ˈhæbɪˌtjuːd
hackamore	ˈhækəmɔː
haddie	ˈhædi
haedine	ˈhiːdaɪn
haemophilia	ˌhiːməˈfɪliə
haggle	ˈhæɡəl
hairdo	ˈhɛəˌduː
half-assed	ˈhæfæst
halfway	hæfweɪ
hall	hɔːl
hallo	hæˈləʊ
hallucination	həˌluːsɪˈneɪʃən
halo-	ˈhæləʊ
ham	ˈhæm
hamburger	ˈhæm.bə.ɡə
hamstring	ˈhæmstɹɪŋ
hand in hand	ˌhændɪnˈhænd
handlanger	ˈhændˌlæŋə
handprint	hænd.pɹɪnt
handwavium	handˈweɪ.vi.əm
hanged	ˈhæŋd
haplo-	hæploʊ-
happily	ˈha.pə.li
hard	hɑːd
hardline	ˈhɑː(ɹ)dlaɪn
hare	hɛə
harken	ˈhɑːk(ə)n
harm	hɑɹm
harmony	ˈhɑɹ.mə.ni
harrier	ˈhæɹi.ə(ɹ)
harry	hæɹi
hashtag	ˈhæʃˌtæɡ
hasta	ˈhæstə
hatch	hætʃ
hateful	ˈheɪtfəl
haulmy	ˈhɔːmi
hause	hɔːs
haute cuisine	əʊt kwɪˈziːn
haver	ˈheɪvə
havoc	ˈhæv.ək
hawker	ˈhɔːkə
hay	heɪ
hayward	ˈheɪwəɹd
hazelnut	ˈheɪzəlnʌt
he-man	ˈhiː.mæn
headbutt	ˈhɛdbʌt
headlong	ˈhɛdlɒŋ
headsign	hɛd.saɪn
health	hɛlθ
hearing	ˈhɪɹ.ɪŋ
heartfelt	ˈhɑːt.fɛlt
heartwhole	ˈhɑːthəʊl
heathenesse	ˈhiːðənəs
heav&#039;n	hɛvn
heave-ho	ˌhiv ˈhoʊ
hebetate	ˈhɛbɪtət
heck-care	-kæː
hedonism	ˈhɛdənɪzəm
heediness	ˈhiːdɪnəs
hefty	ˈhɛfti
heifer	ˈhɛfɚ
hele	hiːl
heliocentric	ˌhiːli.əʊˈsɛntɹɪk
helium	ˈhiː.li.əm
hellish	ˈhɛlɪʃ
helmet	ˈhɛlmət
helping	ˈhɛlpɪŋ
hemipenis	ˈhɛ.mɪ.piː.nɪs
hemorrhage	ˈhɛm(ə)ɹɪdʒ
hendecasyllabic	hɛnˌdɛk.ə.sɪˈlæb.ɪk
henpeck	ˈhɛn.pɛk
hepatize	ˈhɛpətaɪz
heptameride	hɛpˈtæməɹaɪd
herbal	ˈhɜːbəl
hereditary	həˈɹɛdɪt(ə)ɹi
heresiarch	ˈhɛɹɪsɪˌɑːk
heritage	ˈhɛɹ.ɪ.tɪd͡ʒ
hermeticism	həːˈmɛtɪsɪzm̩
hern	hɜːn
herpes	ˈhɜː(ɹ).piz
herself	əsɛlf
hes	hiːz
hetaera	hɪˈtɪəɹə
heterography	hɛt.əˈɹɒɡ.ɹə.fi
heterorganic	ˌhɛtəɹɔːɹˈɡænɪk
hewn	hjuːn
hexagon	ˈhɛk.sə.ɡən
hexamine	ˈhɛk.səˌmin
hexology	hɛkˈsɒlədʒi
hi-fi	ˈhaɪˌfaɪ
hibernate	ˈhaɪbəˌneɪt
hick	hɪk
hideaway	ˈhaɪdəˌweɪ
hierarchal	haɪəˈɹɑː(ɹ)kəl
hierophanic	hɪəˈɹɒfənɪk
higgledy-piggledy	ˈhɪɡəldiˌpɪɡəldi
high roller	ˈhaɪ ˈɹəʊlə
highflier	haɪˈflaɪə(ɹ)
hightail	ˈhaɪ.teɪl
hike	haɪk
himbo	ˈhɪmbəʊ
hindmilk	ˈhaɪndmɪlk
hinny	ˈhɪ.ni
hiply	ˈhɪpli
hipster	ˈhɪp.stə
hirple	ˈhɜː.pəl
histidyl	ˈhɪs.tə.ˌdɪl
historicality	(h)ɪˌstɒɹɪˈkælɪti
hit	hɪt
hiya doin&#039;	ˈhaɪjə.duːɪn
hoary	hɔː.ɹi
hobby	<ul><li>Rhymes: <a href="/wiki/Rhymes:English/%C9%92bi" title="Rhymes:English/ɒbi"><span class="IPA">-ɒbi</span></a></li>
hod	hɒd
hodophobic	ˌhɒdə(ʊ)ˈfəʊbɪk
hoggery	ˈhɒɡəɹi
hoik	hɔɪk
hold good	ˌhəʊld ˈɡʊd
holey	ˈhəʊl.li
holler	ˈhɑ.lɚ
holm oak	ˈhəʊm əʊk
holotropic	ˈhɒləˌtɹɒpɪk
home page	ˈhəʊmpeɪdʒ
homeopathy	ˌhɒmɪˈɒpəθi
homes	həʊmz
homily	ˈhɒmɪli
homogeny	həˈmɒdʒəni
homologous	həˈmɒləɡəs
homozygous	ˌhəʊməʊˈzaɪɡəs
homœophony	ˌhɒmiːˈɒfənɪ
hone in	hoʊn ɪn
honeyed	ˈhʌnid
honorific	ˌɒnəˈɹɪfɪk
hoo-ha	ˈhuːˌhɑː
hoodmould	ˈhʊdməʊld
hooker	ˈhʊk.ə(ɹ)
hooped	huːpt
hooroo	həˈɹuː
hopeless	ˈhoʊplɪs
hopper	ˈhɒp.ə(ɹ)
horchata	(h)ɔːɹˈtʃɑːtə
horizontal refreshments	ˌhɒ.ɹɪˈzɒn.təl ɹɪˈfɹeʃ.mənts
horometry	həˈɹɒmətɹi
horripilating	hɒˌɹɪpɪˈleɪtɪŋ
horseheal	ˈhɔːshiːl
hose	həʊz
hospiticide	hɒˈspɪtɪsaɪd
hostility	hɒˈstɪlɪti
hotspot	ˈhɒtˌspɒt
hounskull	ˈhaʊnˌskʌl
house-plunder	ˈhaʊsˌplʌndə
housekeeper	ˈhaʊskipɚ
housie	ˈhaʊzi
hovel	ˈhʌvəl
how do you pronounce this word	ˈhaʊ də juː pɹəˈnaʊns ðɪs ˈwɜːd
howitzer	ˈhaʊ.ɪts.ə(ɹ)
hubba hubba	ˈhʌbə ˈhʌbə
hubristic	ˌhjuː.ˈbɹɪs.tɪk
hud	hʌd
huemul	weɪˈmuːl
huffy	ˈhʌfi
huitlacoche	ˌwitləˈkoʊtʃeɪ
hulkish	ˈhʌlkɪʃ
human	ˈ(h)juː.mən
humanity	hjuˈmænɪti
humbug	ˈhʌmbʌɡ
humidify	hjuːˈmɪdɪfaɪ
humpback	ˈhʌmpbæk
hun	hʌn
hung	ˈhʌŋ
hunker	ˈhʌŋkə
hurdy-gurdy	ˌhɜː.diˈɡɜː.di
hurried	ˈhʌɹid
husbandly	ˈhʌzbəndli
husky	ˈhʌs.ki
hyacinth	ˈhaɪəsɪnθ
hycean	ˈhaɪʃən
hydrant	ˈhaɪdɹənt
hydrogenate	ˈhaɪdɹədʒəneɪt
hydrophobic	haɪdɹəˈfəʊbɪk
hydrous	ˈhaɪdɹəs
hyeto-	ˈhʌɪətə(ʊ)
hygrostat	ˈhaɪɡɹəʊstat
hymnal	ˈhɪmnəl
hypalbuminemia	hɪˌpælbjʊmɪˈniːmɪə
hyperacusis	ˌhaɪ.pəɹ.əˈkjuː.sɪs
hyperbolize	haɪˈpɜːbəlaɪz
hyperdiamond	haɪpəˈdaɪ.(ə.)mənd
hypergargantuan	ˈhaɪ.pə(ɹ)ɡɑɹˈɡæn.tʃu.ən
hypermetropia	ˌhaɪpə(ɹ)məˈtɹəʊpɪə
hyperplasia	ˌhaɪ.pɚ.ˈpleɪ.ʒə
hyperthyroidism	ˌhaɪ̯pəˈθaɪ̯ɹɔɪ̯ˌdɪzəm
hyphenation	ˌhaɪfəˈneɪʃən
hypo-	ˈhaɪpəʊ
hypocrisy	hɪˈpɒkɹəsi
hyponatremia	ˌhʌɪ.pəʊ.nəˈtɹiː.mi.ə
hypothermia	ˌhaɪpəˈθɜː(ɹ)mi.ə
hyrax	ˈhaɪ.ɹæks
iWar	ˈaɪwɔɹ
iatrochemistry	aɪˌæt.ɹoʊˈkɛm.ɪ.stɹi
iceberg	ˈaɪsbɜːɡ
ichthyphagous	ɪkˈθɪfəɡəs
iconic	aɪˈkɒnɪk
ictus	ˈɪktəs
iddah	ˈɪdə
ideational	ʌɪdɪˈeɪʃən(ə)l
identical	aɪˈdɛntɪkl̩
ideologue	ˈɪ.di.ə.lɑɡ
idiocy	ˈɪdi.əsi
idiopathic	ˌɪdioʊˈpæθɪk
idleness	ˈaɪdəlnəs
idose	ˈaɪˌdoʊs
ignoble	ɪɡˈnəʊbəl
ikejime	ˈiːkeɪˌdʒiːmeɪ
ill-intentioned	ɪl ɪnˈtɛnʃənd
illegalize	ɪˈliːɡəlʌɪz
illuminary	ɪˈlumɪnɛri
illusive	ɪˈluːsɪv
imagery	ˈɪmɪdʒəɹi
imagism	ˈɪmɪdʒɪzəm
imbibe	ɪmˈbaɪb
immarcescible	ɪmɑː(ɹ)ˈsɛsɪbəl
immediately	əˈmiːdi.ətli
immigrate	ˈɪmɪɡɹeɪt
immoral	ɪˈmɒɹəl
immoved	ɪˈmuːvd
immure	ɪˈmjʊə(ɹ)
impala	ɪmˈpɑːlə
impasse	ɪmˈpɑːs
impeachment	ɪmˈpiːtʃmənt
impellent	ɪmˈpɛlənt
impercipient	ɪmpəˈsɪpɪənt
impermeability	ɪmˌpɝmi.əˈbɪlɪti
impetration	ɪmpɪˈtɹeɪʃən
impire	ˈɪmpaɪə(ɹ)
implex	ɪmˈplɛks
imponderable	ɪmˈpɒndəɹəbl
importunity	ɪmpɔːˈtjuːnɪti
impostume	ɪmˈpɒstjuːm
imprecise	ɪmpɹɪˈsaɪs
impressionability	ɪm.pɹɛ.ʃʌn.ʌ.bɪl.ɪ.ti
improbable	ɪmˈpɹɑbəbl̩
improving	ɪmˈpɹuːvɪŋ
impugn	ɪmˈpjun
in articulo mortis	ˌɪnɑːˌtɪkjʊləʊˈmɔːtɪs
in funds	ɪn ˈfʌndz
in sha Allah	ˌɪnʃˈɑ.lə
in vino veritas	ɪn ˈviː.nəʊ vɛ.ɹɪˈtæs
inadequate	ɪnˈædəkwɪt
inanity	ɪˈnænɪti
inarticulation	ˌɪn.ɑː(ɹ).tɪk.jəˈleɪ.ʃən
inbred	ˈɪnˌbɹɛd
incapable	ɪŋˈkeɪpəbl̩
inceptive	ɪnˈsɛptɪv
inching	ˈɪntʃɪŋ
incipiency	ɪnˈsɪpɪənsi
incitation	ɪnsɪˈteɪʃ(ə)n
inclinator	ɪn.klɪnˈeɪ.tə(ɹ)
incoherence	ˌɪnkəʊˈhɪəɹəns
incomplete	ɪn.kəm.ˈpliːt
incongruity	ɪnkɑŋˈɡɹuɪti
incontinence	ɪnˈkɒntɪnəns
incorporeal	ɪŋkɔː(ɹ)ˈpɔːɹiəl
incredulous	ɪnˈkɹɛdjʊləs
incubation	ɪnkjuːˈbeɪʃən
incumbrance	ɪnˈkʌm.bɹənts
indeed	ɪnˈdiːd
indemnification	ɪnˌdɛmnɪfɪˈkeɪʃən
indescribable	ɪndɪˈskɹaɪbəbl̩
indical	ˈɪndɪkəl
indictment	ɪnˈdaɪt.mənt
indigenous	ɪnˈdɪdʒɪnəs
indirection	ˈɪndaɪˈɹɛkʃən
indite	ɪnˈdaɪt
indocile	ɪnˈdɒsɪl
indomitability	ɪn.dɒmɪtəbl̩.ɪ.ti
indubitably	ɪnˈdjuː.bɪ.tə.bli
indulgence	ɪnˈdʌld͡ʒəns
industrious	ɪnˈdʌstɹi.əs
inedia	ɪnˈiːdʒə
inequity	ɪnˈɛk.wɨ.ti
inevitable	ɪnˈɛvɪtəbəl
inexpiate	ɪnˈɛkspiət
infanticide	ɪnˈfæntɪsaɪd
infected abortion	ɪnˈfɛkt.əd əˈbɔɹ.ʃn̩
inferno	ɪnˈfɝnoʊ
infiltrationism	ɪn.fɪlˈtɹeɪ.ʃən.ɪzm̩
infirmarer	ɪnˈfɜː.mə.ɹə(ɹ)
inflammatory	ɪnˈflæmətɹi
infliction	ɪnˈflɪkʃən
influx	ˈɪnˌflʌks
informational	ˌɪnfə(ɹ)ˈmeɪʃənəl
infrangible	ɪnˈfɹændʒɪbəl
infuriate	ɪnˈfjʊəɹɪət
ingenerate	ɪnˈdʒɛnəɹət
ingestion	ɪnˈdʒɛstʃən
ingratitude	ɪnˈɡɹætɪtud
inherence	ɪnˈhɪəɹəns
inhospitable	ˌɪnhɒsˈpɪtəbəl
iniquous	ɪˈnɪkwəs
injective	ɪnˈdʒɛktɪv
ink	ɪŋk
inlet	ɪnˈlɛt
innervate	ɪˈnɜː.veɪt
innocent	ˈɪnəsənt
inoculate	ɪˈnɒkjuleɪt
inpat	ˈɪnˌpæt
inquiry	ɪŋ-
insanity	ɪnˈsænɪti
inselberg	-zəl-
insessorial	ɪnsɛˈsɔːɹɪəl
insides	ɪnˈsaɪdz
insipience	ɪnˈsɪp.i.əns
insolvable	ɪnˈsɒlvəbəl
inspiration	ɪnspəˈɹeɪʃən
installation	ɪnstəˈleɪʃən
instantly	ˈɪnstəntli
instinct	ˈɪn.stɪŋkt
institutive	ɪnˈstɪtʃətɪv
instrumentality	ɪnstɹʊmɛnˈtalɪti
insulin	ˈɪnʃʊlɪn
insurance	ɪn.ˈʃɝ.əns
intangible	ɪnˈtandʒɪbl
integrity	ɪnˈtɛɡɹɪti
intelligibility	ɪnˌtɛl.ə.dʒə.ˈbɪl.ə.ti
intense	ɪnˈtɛns
intentively	ɨnˈtɛntɪvli
interagency	ɪntəˈɹeɪd͡ʒənsi
intercourse	ˈɪn.tɚˌkoɹs
interfere	ˌɪntɚˈfɪɹ
interject	ɪn.təˈdʒɛkt
interlocutor	ˌɪntəˈlɒkjʊtə
interment	ɪnˈtɝmənt
internal	ɪnˈtɜː.nl̩
internet	ˈɪntəˌnɛt
