-ahtaa	-ɑhtɑːˣ
elinsiirre	ˈelinˌsiːrːeˣ
elintarvikeinsinööri	ˈelinˌtɑrʋikeˣˌinsinøːri
elintarvikepolitiikka	ˈelinˌtɑrʋikeˣˌpolitiːkːɑ
elintarvikevalvonta	ˈelinˌtɑrʋikeˣˌʋɑlʋontɑ
elintensiirto	ˈelintenˌsiːrto
elisio	ˈelisio
elki	ˈelki
ellottaa	ˈelːotːɑːˣ
elohopeaseos	ˈeloˌhopeɑˌseos
elokuvaesitys	ˈeloˌkuʋɑˌesitys
elokuvalippu	ˈeloˌkuʋɑˌlipːu
elokuvapolitiikka	ˈeloˌkuʋɑˌpolitiːkːɑ
elokuvaus	ˈeloˌkuʋɑus
elonkorjuujuhla	ˈelonˌkorjuːˌjuhlɑ
eloonjäänyt	ˈeloːnˌjæːnyt
elpymisaika	ˈelpymisˌɑi̯kɑ
eluoida	ˈeluoi̯dɑˣ
elytra	ˈelytrɑ
eläinfysiologia	ˈelæi̯nˌfysioˌloɡiɑ
eläinlääke	ˈelæi̯nˌlæːkeˣ
eläinnäyttely	ˈelæi̯nˌnæy̯tːely
eläinpsykologi	ˈelæi̯n.psykoloɡi
eläinruno	ˈelæi̯nˌruno
eläinsuojeluvalvoja	ˈelæi̯nˌsuo̯jeluˌʋɑlʋojɑ
eläintensuojelu	ˈelæi̯ntenˌsuo̯jelu
eläkejärjestelmä	ˈelækeˣˌjærjestelmæ
eläkesäätiö	ˈelækeˣˌsæːtiø
eläköityminen	ˈelækøi̯tyminen
elämyspohja	ˈelæmysˌpohjɑ
elämänalue	ˈelæmænˌɑlueˣ
elämänilmiö	ˈelæmænˌilmiø
elämänkerrallinen	ˈelæmænˌkerːɑlːinen
elämänkumppani	ˈelæmænˌkumpːɑni
elämänmyönteisesti	ˈelæmænˌmyø̯ntei̯sestiˣ
elämäntaistelu	ˈelæmænˌtɑi̯stelu
elämäntyyli	ˈelæmænˌtyːli
elätettävä	ˈelætetːæʋæ
elävästi	ˈelæʋæstiˣ
eläytyä	ˈelæy̯tyæˣ
emalitaide	ˈemɑliˌtɑi̯deˣ
emergenssi	ˈemerɡensːi
emiiri	ˈemiːri
emissiokurssi	ˈemisːioˌkursːi
emmental	ˈemːent(ː)ɑl
emokenno	ˈemoˌkenːo
empatiakykyinen	ˈempɑtiɑˌkykyi̯nen
emulgoitua	ˈemulɡoi̯tuɑˣ
emäksisesti	ˈemæksisestiˣ
emännöitseminen	ˈemænːøi̯tseminen
emäsryhmä	ˈemæsˌryhmæ
emävalhe	ˈemæˌʋɑlheˣ
endomorfinen	ˈendoˌmorfinen
enemmistövaali	ˈenemːistøˌʋɑːli
energetiikka	ˈenerɡetiːkːɑ
energiakomissaari	ˈenerɡiɑˌkomisːɑːri
energianeuvos	ˈenerɡiɑˌneu̯ʋos
energiantuotanto	ˈenerɡiɑnˌtuo̯tɑnto
energiasuunnittelija	ˈenerɡiɑˌsuːnːitːelijɑ
energiateknologia	ˈenerɡiɑˌteknoloɡiɑ
energiayhtiö	ˈenerɡiɑˌyhtiø
englanninraiheinä	ˈeŋlɑnːinˌrɑi̯ˌhei̯næ
englantilaismies	ˈeŋlɑntilɑi̯sˌmie̯s
enimmäishinta	ˈenimːæi̯sˌhintɑ
enimmältään	ˈenimːæltæːn
enkelinkiharat	ˈeŋkelinˌkihɑrɑt
enkooderi	ˈeŋkoːderi
ennakkoesitys	ˈenːɑkːoˌesitys
ennakkomainostus	ˈenːɑkːoˌmɑi̯nostus
ennakkopäätös	ˈenːɑkːoˌpæːtøs
ennakkotilaaja	ˈenːɑkːoˌtilɑːjɑ
ennakkovero	ˈenːɑkːoˌʋero
ennakolta	ˈenːɑkoltɑ
ennaltaehkäisevä	ˈenːɑltɑˌehkæi̯seʋæ
ennennäkemättömästi	ˈenːenˌnækemætːømæstiˣ
ennuste	ˈenːusteˣ
ennätyksellisyys	ˈenːætykselːisyːs
ennätyspaino	ˈenːætysˌpɑi̯no
enonkoskelainen	ˈenonˌkoskelɑi̯nen
ensiapu	ˈensiˌɑpu
ensiasunto	ˈensiˌɑsunto
ensikieli	ˈensiˌkie̯li
ensikäyttö	ˈensiˌkæy̯tːø
ensimmältä	ˈensimːæltæ
ensipäivänleima	ˈensiˌpæi̯ʋænˌlei̯mɑ
ensivaste	ˈensiˌʋɑsteˣ
ensiötutka	ˈensiøˌtutkɑ
enter	ˈent(ː)er
entistäjä	ˈentistæjæ
entomologia	ˈentomoloɡiɑ
entää	ˈentæːˣ
epidemiologia	ˈepidemioloɡiɑ
epigenomi	ˈepiˌɡenomi
epimeraasi	ˈepimerɑːsi
epiteelikudos	ˈepiteːliˌkudos
epäammattimainen	ˈepæˌɑmːɑtːiˌmɑi̯nen
epäidenttinen	ˈepæˌidentːinen
epäitsekäs	ˈepæˌitsekæs
epäkurantti	ˈepæˌkurɑntːi
epäoikeudenmukaisuus	ˈepæˌoi̯keu̯denˌmukɑi̯suːs
epäröimättä	ˈepærøi̯mætːæ
epäsuhtaisesti	ˈepæˌsuhtɑi̯sestiˣ
epätoivoissaan	ˈepæˌtoi̯ʋoi̯sːɑːn
epävarma	ˈepæˌʋɑrmɑ
erakkokuoriainen	ˈerɑkːoˌkuo̯riɑi̯nen
eraus	ˈerɑus
ergodinen	ˈerɡodinen
erheellisesti	ˈerheːlːisestiˣ
erikoisartikkeli	ˈerikoi̯sˌɑrtikːeli
erikoiskasvi	ˈerikoi̯sˌkɑsʋi
erikoislahjakas	ˈerikoi̯sˌlɑhjɑkɑs
erikoismaininta	ˈerikoi̯sˌmɑi̯nintɑ
erikoispuulaji	ˈerikoi̯sˌpuːˌlɑji
erikoistapaus	ˈerikoi̯sˌtɑpɑus
erikoistumisopinnot	ˈerikoi̯stumisˌopinːot
erikokoinen	ˈeriˌkokoi̯nen
erilaistuminen	ˈerilɑi̯stuminen
erillisselvitys	ˈerilːisˌselʋitys
erimallinen	ˈeriˌmɑlːinen
erinimisyys	ˈeriˌnimisyːs
eriparisuus	ˈeriˌpɑrisuːs
eriste	ˈeristeˣ
eristyshuone	ˈeristysˌhuo̯neˣ
eristäytyminen	ˈeristæy̯tyminen
erisäätyinen	ˈeriˌsæːtyi̯nen
erittely	ˈeritːely
erityisestävyys	ˈerityi̯sˌestæʋyːs
erityisliikunta	ˈerityi̯sˌliːkuntɑ
erityisruokavalio	ˈerityi̯sˌruo̯kɑˌʋɑlio
erityyppinen	ˈeriˌtyːpːinen
eriytyminen	ˈeriy̯tyminen
erkkeri	ˈerkːeri
eroaminen	ˈeroɑminen
erojaistilaisuus	ˈerojɑi̯sˌtilɑi̯suːs
erosuure	ˈeroˌsuːreˣ
erottamislausuma	ˈerotːɑmisˌlɑu̯sumɑ
erovuoroinen	ˈeroˌʋuo̯roi̯nen
eräajo	ˈeræˌɑjo
eräkäsittely	ˈeræˌkæsitːely
eränkäynti	ˈerænˌkæy̯nti
erätauko	ˈeræˌtɑu̯ko
esiin	ˈesiːn
esiintymisalue	ˈesiːntymisˌɑlueˣ
esiintymä	ˈesiːntymæ
esikisat	ˈesiˌkisɑt
esikuntakomppania	ˈesiˌkuntɑˌkompːɑniɑ
esiliite	ˈesiˌliːteˣ
esimerkillisyys	ˈesiˌmerkilːisyːs
esimurrosikä	ˈesiˌmurːosˌikæ
esineskanneri	ˈesineˣˌskɑnːeri
esipiha	ˈesiˌpihɑ
esisolu	ˈesiˌsolu
esitelmöidä	ˈesitelˌmøi̯dæˣ
esittäjä	ˈesitːæjæ
esitysgrafiikka	ˈesitysˌɡrɑfiːkːɑ
esityö	ˈesiˌtyø̯
eskaloida	ˈeskɑloi̯dɑˣ
eskimokielinen	ˈeskimoˌkie̯linen
esoterismi	ˈesoterismi
essealainen	ˈesːeɑlɑi̯nen
essi	ˈesːi
esteellinen	ˈesteːlːinen
estely	ˈestely
esto	ˈesto
estyneisyys	ˈestynei̯syːs
etakryynihappo	ˈetɑkryːniˌhɑpːo
eteenpäinmeno	ˈeteːnˌpæi̯nˌmeno
eteisvärinä	ˈetei̯sˌʋærinæ
eteläamerikanlokki	ˈetelæˌɑmerikɑnˌlokːi
etelämpänä	ˈetelæmpænæ
etelänlepakko	ˈetelænˌlepɑkːo
eteläpuolitse	ˈetelæˌpuo̯litseˣ
etemmäksi	ˈetemːæksi
etenemisvaihe	ˈetenemisˌʋɑi̯heˣ
etikka	ˈetikːɑ
etioloituminen	ˈetioloi̯tuminen
etnografia	ˈetnoˌɡrɑfiɑ
etnomusikologia	ˈetnomusikoloɡiɑ
etruskipäästäinen	ˈetruskiˌpæːstæi̯nen
etsintäpalvelu	ˈetsintæˌpɑlʋelu
etuaivot	ˈetuˌɑi̯ʋot
etuhele	ˈetuˌheleˣ
etukautta	ˈetuˌkɑu̯tːɑ
etukäpälä	ˈetuˌkæpælæ
etulyönti	ˈetuˌlyø̯nti
etunolla	ˈetuˌnolːɑ
etuosto-oikeus	ˈetuˌostoˌ(ʔ)oi̯keus
etupiiri	ˈetuˌpiːri
etupäivystäjä	ˈetuˌpæi̯ʋystæjæ
eturyhmä	ˈetuˌryhmæ
etutasapaino	ˈetuˌtɑsɑˌpɑi̯no
etuvalo	ˈetuˌʋɑlo
etuvasempaan	ˈetuˌʋɑsempɑːn
etähoito	ˈetæˌhoi̯to
etäkauppa	ˈetæˌkɑu̯pːɑ
etäopiskelija	ˈetæˌopiskelijɑ
etätunnistaminen	ˈetæˌtunːistɑminen
etäämpää	ˈetæːmpæː
euforia	ˈeu̯foriɑ
euro-	ˈeu̯ro-
evankelioiminen	ˈeʋɑŋkelioi̯minen
evijärveläinen	ˈeʋijærʋelæi̯nen
eväste	ˈeʋæsteˣ
faagiterapia	ˈfɑːɡiˌterɑpiɑ
fabriikki	ˈfɑbriːkːi
fagottikonsertto	ˈfɑɡotːiˌkonsertːo
faktantarkistaja	ˈfɑktɑnˌtɑrkistɑjɑ
falsifikationismi	ˈfɑlsifikɑtionismi
faniklubi	ˈfɑniˌklubi
fantomisärky	ˈfɑntomiˌsærky
farmarihousut	ˈfɑrmɑriˌhou̯sut
fasismi	ˈfɑsismi
favismi	ˈfɑʋismi
femakko	ˈfemɑkːo
fennistiikka	ˈfenːistiːkːɑ
fermentointi	ˈfermentoi̯nti
fetofetaalinen	ˈfetoˌfetɑːlinen
fii	ˈfiː
fiksata	ˈfiksɑtɑˣ
filiaali	ˈfiliɑːli
filmatisoida	ˈfilmɑtisoi̯dɑˣ
filtraus	ˈfiltrɑus
finni	ˈfinːi
flaami	ˈflɑːmi
flanelli	ˈflɑnelːi
flikka	ˈflikːɑ
floppi	ˈflopːi
fluori	ˈfluo̯ri
flyygeli	ˈflyːɡeli
fonaatio	ˈfonɑːtio
fonologi	ˈfonoloɡi
forensinen	ˈforensinen
fosfolipaasi	ˈfosfolipɑːsi
fotobiologia	ˈfotoˌbioloɡiɑ
fotosynteesi	ˈfotoˌsynteːsi
franchise	ˈfræntʃɑi̯s
freegani	ˈfreːɡɑni
friisi	ˈfriːsi
fronto-	ˈfronto-
ftaalihappo	ˈftɑːliˌhɑpːo
fulani	ˈfulɑni
funikulaari	ˈfunikulɑːri
fusionaalinen	ˈfusionɑːlinen
fuuga	ˈfuːɡɑ
fysiokraatti	ˈfysiokrɑːtːi
fäärinkielinen	ˈfæːrinˌkie̯linen
fööni	ˈføːni
galapagosinmerileijona	ˈɡɑlɑpɑɡosinˌmeriˌlei̯jonɑ
galliinihappo	ˈɡɑlːiːniˌhɑpːo
gametofyyttinen	ˈɡɑmetoˌfyːtːinen
ganglio	ˈɡɑŋlio
gastrointestinaalinen	ˈɡɑstroˌintestinɑːlinen
geenimanipuloitu	ˈɡeːniˌmɑnipuloi̯tu
geigermittari	ˈɡɑi̯ɡerˌmitːɑri
gemssi	ˈɡemsːi
generalisti	ˈɡenerɑlisti
gens	ˈɡens
geoidi	ˈɡeoi̯di
geomorfologi	ˈɡeoˌmorfoloɡi
geotekninen	ˈɡeoˌtekninen
geronomi	ˈɡeronomi
getto	ˈɡetːo
giga-	ˈɡiɡɑ-
gini	ˈɡini
glaukooma	ˈɡlɑu̯koːmɑ
globalisoituminen	ˈɡlobɑlisoi̯tuminen
gluoni	ˈɡluo̯ni
glykosidaasi	ˈɡlykoˌsidɑːsi
glögi	ˈɡløɡi
golf	ˈɡolf
gonorrea	ˈɡonorːeɑ
gospel	ˈɡospel
gradu	ˈɡrɑdu
grammari	ˈɡrɑmːɑri
grandiositeetti	ˈɡrɑndiositeːtːi
gravis	ˈɡrɑ(ː)ʋis
grenadiini	ˈɡrenɑdiːni
grivna	ˈɡriʋnɑ
grönlanninlokki	ˈɡrønlɑnːinˌlokːi
gueretsa	ˈɡueretsɑ
guyanalainen	ˈɡujɑnɑlɑi̯nen
gyroskooppi	ˈɡyroˌskoːpːi
haaksirikko	ˈhɑːksiˌrikːo
haamu	ˈhɑːmu
haapametsä	ˈhɑːpɑˌmetsæ
haarahyppy	ˈhɑːrɑˌhypːy
haarikko	ˈhɑːrikːo
haarukoiminen	ˈhɑːrukoi̯minen
haastaja	ˈhɑːstɑjɑ
haava	ˈhɑːʋɑ
haavoittaa	ˈhɑːʋoi̯tːɑːˣ
haggis	ˈhɑɡːis
hahmosuunnittelu	ˈhɑhmoˌsuːnːitːelu
haihdutin	ˈhɑi̯hdutin
haikala	ˈhɑi̯ˌkɑlɑ
haimatulehdus	ˈhɑi̯mɑˌtulehdus
haista paska	ˈhɑi̯stɑˣ ˈpɑskɑ
haistella	ˈhɑi̯stelːɑˣ
haitariovi	ˈhɑi̯tɑriˌoʋi
haittalevy	ˈhɑi̯tːɑˌleʋy
hajaannuttaa	ˈhɑjɑːnːutːɑːˣ
hajallaan	ˈhɑjɑlːɑːn
hajasaantimuisti	ˈhɑjɑˌsɑːntiˌmui̯sti
hajataittoisuus	ˈhɑjɑˌtɑi̯tːoi̯suːs
hajautusarvo	ˈhɑjɑu̯tusˌɑrʋo
hajoava	ˈhɑjoɑʋɑ
hajottaa	ˈhɑjotːɑːˣ
hajuaistimus	ˈhɑjuˌɑi̯stimus
hajuvesikauppa	ˈhɑjuˌʋesiˌkɑu̯pːɑ
hakarauta	ˈhɑkɑˌrɑu̯tɑ
hakeminen	ˈhɑkeminen
hakkaaminen	ˈhɑkːɑːminen
hakkuriteholähde	ˈhɑkːuriˌtehoˌlæhdeˣ
hakkuukertymä	ˈhɑkːuːˌkertymæ
hakkuusuunnite	ˈhɑkːuːˌsuːnːiteˣ
haku	ˈhɑku
hakukone	ˈhɑkuˌkoneˣ
hakuprofiili	ˈhɑkuˌprofiːli
hakuvalo	ˈhɑkuˌʋɑlo
halia	ˈhɑliɑˣ
halkaiseminen	ˈhɑlkɑi̯seminen
halkihuuli	ˈhɑlkiˌhuːli
halkometsä	ˈhɑlkoˌmetsæ
hallamittari	ˈhɑlːɑˌmitːɑri
hallikauppa	ˈhɑlːiˌkɑu̯pːɑ
hallinnoija	ˈhɑlːinːoi̯jɑ
hallinto-oikeus	ˈhɑlːintoˌ(ʔ)oi̯keus
hallintokaupunki	ˈhɑlːintoˌkɑu̯puŋki
hallintomuoto	ˈhɑlːintoˌmuo̯to
hallintosihteeri	ˈhɑlːintoˌsihteːri
hallintoviranomainen	ˈhɑlːintoˌʋirɑnˌomɑi̯nen
hallitsijanimi	ˈhɑlːitsijɑˌnimi
hallitusherra	ˈhɑlːitusˌherːɑ
hallitusmielisesti	ˈhɑlːitusˌmie̯lisestiˣ
hallitustenvälinen	ˈhɑlːitustenˌʋælinen
hallu	ˈhɑlːu
hallussapitorikos	ˈhɑlːusːɑˌpitoˌrikos
halolamppu	ˈhɑloˌlɑmpːu
halpa-arvoinen	ˈhɑlpɑˌ(ʔ)ɑrʋoi̯nen
halpamielisyys	ˈhɑlpɑˌmie̯lisyːs
halstraaminen	ˈhɑlstrɑːminen
haltioihinsa	ˈhɑltioi̯hinsɑˣ
haluaminen	ˈhɑluɑminen
halvasti	ˈhɑlʋɑstiˣ
halveksua	ˈhɑlʋeksuɑˣ
hamara	ˈhɑmɑrɑ
haminalainen	ˈhɑminɑlɑi̯nen
hammasjako	ˈhɑmːɑsˌjɑko
hammaskulta	ˈhɑmːɑsˌkultɑ
hammaspihdit	ˈhɑmːɑsˌpihdit
hammassuojus	ˈhɑmːɑsˌsuo̯jus
hammastekniikka	ˈhɑmːɑsˌtekniːkːɑ
hammasvälitys	ˈhɑmːɑsˌʋælitys
hampaanpoisto	ˈhɑmpɑːnˌpoi̯sto
hampunsiemen	ˈhɑmpunˌsie̯men
han-kiinalainen	ˈhɑnˌkiːnɑlɑi̯nen
haneen	ˈhɑneːn
hanhenmaksa	ˈhɑnhenˌmɑksɑ
hanhikukko	ˈhɑnhiˌkukːo
hankajalkainen	ˈhɑŋkɑˌjɑlkɑi̯nen
hankaussähkö	ˈhɑŋkɑusˌsæhkø
hankevienti	ˈhɑŋkeˣˌʋie̯nti
hankintakauppa	ˈhɑŋkintɑˌkɑu̯pːɑ
hankkia	ˈhɑŋkːiɑˣ
hansikaskauppa	ˈhɑnsikɑsˌkɑu̯pːɑ
hapankaali	ˈhɑpɑnˌkɑːli
hapannuttaminen	ˈhɑpɑnːutːɑminen
hapatin	ˈhɑpɑtin
hapenottokyky	ˈhɑpenˌotːoˌkyky
hapettaminen	ˈhɑpetːɑminen
hapoinen	ˈhɑpoi̯nen
happamoitua	ˈhɑpːɑmoi̯tuɑˣ
happikato	ˈhɑpːiˌkɑto
happiradikaali	ˈhɑpːiˌrɑdikɑːli
happoanhydridi	ˈhɑpːoˌɑnhydridi
hapsisara	ˈhɑpsiˌsɑrɑ
harajuuri	ˈhɑrɑˌjuːri
haralle	ˈhɑrɑlːeˣ
haravoitseminen	ˈhɑrɑʋoi̯tseminen
harhaisuus	ˈhɑrhɑi̯suːs
harhaoppi	ˈhɑrhɑˌopːi
harhateiltä	ˈhɑrhɑˌtei̯ltæ
haristua	ˈhɑristuɑˣ
harjaantumattomuus	ˈhɑrjɑːntumɑtːomuːs
harjakattoinen	ˈhɑrjɑˌkɑtːoi̯nen
harjalammas	ˈhɑrjɑˌlɑmːɑs
harjaorsi	ˈhɑrjɑˌorsi
harjasheinä	ˈhɑrjɑsˌhei̯næ
harjoittelukoulu	ˈhɑrjoi̯tːeluˌkou̯lu
harjoituskirja	ˈhɑrjoi̯tusˌkirjɑ
harjoitustyö	ˈhɑrjoi̯tusˌtyø̯
harjuslauta	ˈhɑrjusˌlɑu̯tɑ
harkitsevaisuus	ˈhɑrkitseʋɑi̯suːs
harkkorauta	ˈhɑrkːoˌrɑu̯tɑ
harmaakaihi	ˈhɑrmɑːˌkɑi̯hi
harmaakylkimonninen	ˈhɑrmɑːˌkylkiˌmonːinen
harmaaorvakka	ˈhɑrmɑːˌorʋɑkːɑ
harmaasieppo	ˈhɑrmɑːˌsie̯pːo
harmaatukkainen	ˈhɑrmɑːˌtukːɑi̯nen
harmi	ˈhɑrmi
harmittaa	ˈhɑrmitːɑːˣ
harmoninen keskiarvo	ˈhɑrmoninen ˈkeskiˌɑrʋo
harpunkieli	ˈhɑrpunˌkie̯li
harrastajataiteilija	ˈhɑrːɑstɑjɑˌtɑi̯tei̯lijɑ
harrastuneisuus	ˈhɑrːɑstunei̯suːs
harsimalanka	ˈhɑrsimɑˌlɑŋkɑ
harsopilvi	ˈhɑrsoˌpilʋi
hartauspuhe	ˈhɑrtɑusˌpuheˣ
hartianseutu	ˈhɑrtiɑnˌseu̯tu
hartsiliima	ˈhɑrtsiˌliːmɑ
harva	ˈhɑrʋɑ
harvalukuinen	ˈhɑrʋɑˌlukui̯nen
harvasanaisuus	ˈhɑrʋɑˌsɑnɑi̯suːs
harventuminen	ˈhɑrʋentuminen
hassutteleminen	ˈhɑsːutːeleminen
hattu-z	ˈhɑtːuˌtset(ɑ)
hattuteline	ˈhɑtːuˌtelineˣ
hatuttaa	ˈhɑtutːɑːˣ
haude	ˈhɑu̯deˣ
hauduke	ˈhɑu̯dukeˣ
haukahdus	ˈhɑu̯kɑhdus
haukiputaalainen	ˈhɑu̯kiˌputɑːˌlɑi̯nen
haukkoja	ˈhɑu̯kːojɑ
haukkupanta	ˈhɑu̯kːuˌpɑntɑ
haulikkorihla	ˈhɑu̯likːoˌrihlɑ
haurasrakenteinen	ˈhɑu̯rɑsˌrɑkentei̯nen
hauskuttaa	ˈhɑu̯skutːɑːˣ
hauta	ˈhɑu̯tɑ
hautakalusto	ˈhɑu̯tɑˌkɑlusto
hautapaasi	ˈhɑu̯tɑˌpɑːsi
hautausmenot	ˈhɑu̯tɑusˌmenot
hautomalaikku	ˈhɑu̯tomɑˌlɑi̯kːu
havainnoida	ˈhɑʋɑi̯nːoi̯dɑˣ
havaita	ˈhɑʋɑi̯tɑˣ
havukirves	ˈhɑʋuˌkirʋes
hašiš	ˈhɑʃiʃ
heavyrock	ˈheʋiˌrokːi
hedelmäkaramelli	ˈhedelmæˌkɑrɑmelːi
hedelmämalto	ˈhedelmæˌmɑlto
hedelmäsuola	ˈhedelmæˌsuo̯lɑ
hedelmöittävä	ˈhedelmøi̯tːæʋæ
heh	ˈheh
hehkusytytys	ˈhehkuˌsytytys
heidänlaisensa	ˈhei̯dænˌlɑi̯sensɑˣ
heijastin	ˈhei̯jɑstin
heijastuskulma	ˈhei̯jɑstusˌkulmɑ
heikentyminen	ˈhei̯kentyminen
heikkomielisyys	ˈhei̯kːoˌmie̯lisyːs
heikkovoima	ˈhei̯kːoˌʋoi̯mɑ
heikun keikun	ˈhei̯kun ˈkei̯kun
heilastaa	ˈhei̯lɑstɑːˣ
heilimöinti	ˈhei̯limøi̯nti
heimo	ˈhei̯mo
heimosoturi	ˈhei̯moˌsoturi
heinähäkki	ˈhei̯næˌhækːi
heinämaa	ˈhei̯næˌmɑː
heinänsiemen	ˈhei̯nænˌsie̯men
heinäsuova	ˈhei̯næˌsuo̯ʋɑ
heinävuosi	ˈhei̯næˌʋuo̯si
heitteillejättö	ˈhei̯tːei̯lːeˣˌjætːø
heittokuutio	ˈhei̯tːoˌkuːtio
heittouistin	ˈhei̯tːoˌui̯stin
heittäytyä	ˈhei̯tːæy̯tyæˣ
hekotus	ˈhekotus
helahoito	ˈhelɑˌhoi̯to
helatorstai	ˈhelɑˌtorstɑi̯
heleänkeltainen	ˈheleænˌkeltɑi̯nen
helikopterionnettomuus	ˈhelikopteriˌonːetːomuːs
helistää	ˈhelistæːˣ
helkytellä	ˈhelkytelːæˣ
hellapuu	ˈhelːɑˌpuː
hellesää	ˈhelːeˣˌsæː
hellittämättömästi	ˈhelːitːæmætːømæstiˣ
hellyttää	ˈhelːytːæːˣ
helläkätinen	ˈhelːæˌkætinen
hellätunteisesti	ˈhelːæˌtuntei̯sestiˣ
helmenpyynti	ˈhelmenˌpyːnti
helmihopeatäplä	ˈhelmiˌhopeɑˌtæplæ
helmililja	ˈhelmiˌliljɑ
helmipuuro	ˈhelmiˌpuːro
helmiäishohtoinen	ˈhelmiæi̯sˌhohtoi̯nen
heloittaminen	ˈheloi̯tːɑminen
helpontaa	ˈhelpontɑːˣ
helppoheikki	ˈhelpːoˌhei̯kːi
helppopääsyinen	ˈhelpːoˌpæːsyi̯nen
helskytys	ˈhelskytys
heltyä	ˈheltyæˣ
hemangiooma	ˈhemɑŋːioːmɑ
hemmetinmoinen	ˈhemːetinˌmoi̯nen
hempeämielinen	ˈhempeæˌmie̯linen
hengenelämä	ˈheŋːenˌelæmæ
hengenpelastusmitali	ˈheŋːenˌpelɑstusˌmitɑl(ː)i
hengettömästi	ˈheŋːetːømæstiˣ
hengitysharjoitus	ˈheŋːitysˌhɑrjoi̯tus
hengitystaajuus	ˈheŋːitysˌtɑːjuːs
hengästyttävä	ˈheŋːæstytːæʋæ
henkevöityä	ˈheŋkeʋøi̯tyæˣ
henkikirja	ˈheŋkiˌkirjɑ
henkilöhahmo	ˈheŋkiløˌhɑhmo
henkilöjäsen	ˈheŋkiløˌjæsen
henkilökuntalehti	ˈheŋkiløˌkuntɑˌlehti
henkilönimi	ˈheŋkiløˌnimi
henkilötakaus	ˈheŋkiløˌtɑkɑus
henkilövalinta	ˈheŋkiløˌʋɑlintɑ
henkitiede	ˈheŋkiˌtie̯deˣ
henkivakuutusyhtiö	ˈheŋkiˌʋɑkuːtusˌyhtiø
henkäys	ˈheŋkæys
hentosara	ˈhentoˌsɑrɑ
hepatopulmonaarinen	ˈhepɑtoˌpulmonɑːrinen
heppoisesti	ˈhepːoi̯sestiˣ
hepuli	ˈhepuli
herbartilaisuus	ˈherbɑrtilɑi̯suːs
heristys	ˈheristys
herjata	ˈherjɑtɑˣ
herkeämätön	ˈherkeæmætøn
herkkä	ˈherkːæ
herkkätunteisesti	ˈherkːæˌtuntei̯sestiˣ
hermanni	ˈhermɑnːi
hermoheikko	ˈhermoˌhei̯kːo
hermoliitos	ˈhermoˌliːtos
hermosto	ˈhermosto
hermostunut	ˈhermostunut
hermoton	ˈhermoton
herne	ˈherneˣ
hernepelto	ˈherneˣˌpelto
heroiiniriippuvainen	ˈheroi̯ːniˌriːpːuʋɑi̯nen
herpetologia	ˈherpetoloɡiɑ
herrajesta	ˈherːɑˌjestɑ
herraskartano	ˈherːɑsˌkɑrtɑno
herrnhutilainen	ˈherːnhutilɑi̯nen
herttaisesti	ˈhertːɑi̯sestiˣ
herukkapensas	ˈherukːɑˌpensɑs
hervottomasti	ˈherʋotːomɑstiˣ
heräteosto	ˈheræteˣˌosto
herätystyö	ˈherætysˌtyø̯
heteroseksuaali	ˈheteroˌseksuɑːli
hetki	ˈhetki
hetu	ˈhetu
hevimusa	ˈheʋiˌmusɑ
hevosenkenkäkaari	ˈheʋosenˌkeŋkæˌkɑːri
hevosjalostus	ˈheʋosˌjɑlostus
hevoskuormallinen	ˈheʋosˌkuo̯rmɑlːinen
hevospuomi	ˈheʋosˌpuo̯mi
hevosurheilu	ˈheʋosˌurhei̯lu
hidaskäyntinen	ˈhidɑsˌkæy̯ntinen
hidastetöyssy	ˈhidɑsteˣˌtøy̯sːy
hie	ˈhie̯ˣ
hiekkaerämaa	ˈhie̯kːɑˌeræˌmɑː
hiekkakuoppa	ˈhie̯kːɑˌkuo̯pːɑ
hiekkanummi	ˈhie̯kːɑˌnumːi
hiekkapohjainen	ˈhie̯kːɑˌpohjɑi̯nen
hiekkatörmä	ˈhie̯kːɑˌtørmæ
hieno	ˈhie̯no
hienolaatuinen	ˈhie̯noˌlɑːtui̯nen
hienontaa	ˈhie̯nontɑːˣ
hienorakeinen	ˈhie̯noˌrɑkei̯nen
hienosto	ˈhie̯nosto
hienotunteisuus	ˈhie̯notuntei̯suːs
hierarkkinen	ˈhie̯rɑrkːinen
hieronta	ˈhie̯rontɑ
hiertymä	ˈhie̯rtymæ
hiesusavi	ˈhie̯suˌsɑʋi
hietamato	ˈhie̯tɑˌmɑto
hievahdus	ˈhie̯ʋɑhdus
hihhuli	ˈhihːuli
hihna-avokas	ˈhihnɑˌ(ʔ)ɑʋokɑs
hiihdin	ˈhiːhdin
hiihtoesteratsastus	ˈhiːhtoˌesteˣˌrɑtsɑstus
hiihtokuningas	ˈhiːhtoˌkuniŋːɑs
hiihtomaja	ˈhiːhtoˌmɑjɑ
hiihtosuunnistus	ˈhiːhtoˌsuːnːistus
hiilari	ˈhiːlɑri
hiiletys	ˈhiːletys
hiilidioksidipitoisuus	ˈhiːliˌdioksidiˌpitoi̯suːs
hiiliharja	ˈhiːliˌhɑrjɑ
hiilikuitumaila	ˈhiːliˌkui̯tuˌmɑi̯lɑ
hiilimurska	ˈhiːliˌmurskɑ
hiilipöly	ˈhiːliˌpøly
hiilivety	ˈhiːliˌʋety
hiilusta	ˈhiːlustɑ
hiippakuntasihteeri	ˈhiːpːɑˌkuntɑˌsihteːri
